	length
DEFA1B	320.43449999999996
DOK6	8675.625373447498
CACNA2D4	2617.8888888888887
MSX1	1771.795
SIRT3	1156.9058877352427
SERPINB11	1139.5633
URB1	10664.8
N6AMT2	749.6915281170583
PRORY	710.797
SERPINB5	1436.3870089120273
HGFAC	1915.835
ZDHHC11B	1068.347559715346
KDM5A	6041.3202954641165
KRTAP19-8	156.412
KRTAP20-3	115.98150000000001
KRTAP20-4	75.45515
KRTAP22-2	133.58100000000002
KRTAP27-1	514.8265
IQSEC3	4678.553946096306
GJB2	2088.0281896576516
MSLN	1420.6586465080036
POLN	2479.965
CDY2B	1993.74
ZMYM2	4749.515927868342
NELFA	1795.0271699741475
WHSC1	3849.4936020691316
SLC7A4	2108.114733233858
RPGRIP1	1842.33
RNASE13	1439.795
TSPY4	994.1985
RBMY1B	1530.685
SEPT5	1143.7707910526287
SRY	677.807
ZIC4	1871.6666666666667
MICAL3	2655.7526993221472
HLA-DPB1	1205.7037331096694
PRR23A	633.807
FOXL2NB	3370.795
AQP4	3851.417404553505
ZBTB22	2447.802554575487
RGL2	2277.5350604087084
SAPCD1	706.375
B3GALT4	1526.795
VPS52	2795.075
HLA-DMB	1047.6987323881306
TMEM241	1131.0542500000001
CHRM5	2641.111152911946
NPHP3-ACAD11	585.339692783565
LTA	1270.9199999999998
CYP21A2	1715.0000107223134
HCG27	1511.6999999999998
VARSL	2462.8
CCDC125	2807.602003536121
LY6G6E	577.0
HMCES	1480.9964461387767
LRRC30	755.797
TMEM200C	6145.4475
C6orf205	3453.3033143842686
OR12D3	1734.5454545454545
TXNRD3	2170.6690129413264
LINC01556	299.341
HACD2	3623.6351653929414
TIGIT	2559.739359275647
GTPBP8	1323.5262336071469
LNP1	1985.0622018342688
OR5K3	798.797
OR5H6	810.797
VGLL3	8643.384996538816
CADM2	3875.6666666666665
KRBOX1	1156.3333333333333
TRIM71	8517.795
ZCWPW2	848.8
DPH3	2931.908290263995
ANKRD28	6152.700159835893
COLQ	1883.999756244297
METTL6	1281.5845719569263
IL17RE	1930.4177499999998
RPUSD3	854.13432507072
BRPF1	3978.621070061112
GOLM1	2692.461321479609
FLG2	8956.795
NKIRAS1	1728.57969651917
UFSP1	828.797
C4orf29	2574.5719846363613
ADGRG1	1672.0567926625965
ADAMTS7	5322.795
METTL14	3150.4665002885313
GPX3	1206.5151725985972
TSNAXIP1	1264.5714285714287
KRT18	1287.4088728528827
C11orf31	636.4333276431535
STAB2	4907.822821723914
FAM83H	5486.795
CCDC158	2496.5
FOXI2	3049.795
ACVRL1	2494.9429312153543
C6orf163	1510.0
CPAMD8	5315.008251378127
C9orf173	947.66175
SCFD2	2031.9629800171574
C15orf27	2352.795
LRRK1	2961.3333333333335
SEPT14	3617.795
HYKK	2839.4874050124954
KCNQ3	8775.70033697074
KIAA0100	7027.334714881006
C17orf85	8894.73551854096
C17orf59	2407.795
NT5M	1452.1254855835696
STK38L	2759.9065693346565
DUOX2	6263.6425737422
ALK	2688.4855770352615
PP2D1	1983.795
IDO2	1561.5
SACM1L	2163.1625619982738
DCP2	7830.0
FAM159B	679.807
LOXL2	2462.8703901949802
FAM169A	2625.8426489831318
DNAH2	6372.151261588957
CCDC150	2820.335
CCDC154	2286.127732999388
LRRC4B	2720.252936816013
ITGAD	3744.795
RAPGEF3	3925.7420272722557
RYR3	15391.65
GARS	2463.365
PRTG	6360.816081354708
CFAP69	1312.7070614127626
FANCA	2802.6127864865657
TRAPPC9	3795.7168390370316
CCDC64B	2433.3491392657816
PRB2	616.35268
TM6SF2	1337.795
ATXN7L3	2246.353196511286
RPH3A	869.1009265079824
VPS9D1	2316.386494287617
VWA3A	1659.1214
PTPRN2	4493.1857094894585
ADAMTS20	4331.5
TMEM132D	5291.0
SIGLEC15	901.3333333333334
LRP1B	10624.64505732606
CHRNG	1975.7031318190311
SMYD5	2119.1984434027618
KMT2A	9452.573476281257
TANC2	3123.77300169003
SDK1	7086.375250000001
ZNF841	2396.724803656036
TBR1	1892.7618333333332
EP400NL	1592.925321599562
ALKBH8	3291.6096417327612
SUN1	2379.429486503315
TMEM72	2565.7153751927644
NXPE2	1705.795
SHOX2	1668.5194999999999
ASB14	3010.935400008415
CCDC149	2580.4123621057133
GPX2	825.392055388569
GXYLT2	2740.2508478620352
CRYBG3	9633.414349688204
SSC5D	3063.6583817112564
RTF1	3540.6748028440393
CCDC57	2538.830459855924
ADAL	2089.237975146103
CC2D2A	2035.9858356241207
LAMA1	9489.795
EPHA6	1875.2
FAXC	5968.839073145651
TSN	2513.9633826111544
EXOSC8	939.2514619253315
ARNTL	1376.9438075639946
SPTB	6864.845731461805
TRMT44	1915.9224315715621
GPR149	2155.795
PKP4	3911.2609361444675
MROH2A	5125.0
LYST	9923.318089944632
MRGPRE	1241.795
DNAH17	13545.90095634108
UVSSA	3205.6799138201604
CCNK	1520.25
GLB1L3	3045.6047961976105
RNF216	3790.095257486256
COX16	1549.795
FAM168B	4123.849687999623
KIF19	3444.0
C8orf44	1000.7927524437791
IGKC	429.37082264523156
IGKJ5	8.514705
IGKJ4	8.5
IGKJ3	8.514705
IGKJ2	9.110015
IGKJ1	8.514705
IGKV4-1	370.96500000000003
IGKV5-2	242.248
IGKV3-7	278.5625
IGKV3-15	275.6055
IGKV6-21	240.32
IGKV1D-33	183.0
IGKV2D-26	224.74699999999996
IGKV3D-20	278.5625
IGKV6D-41	206.39999999999998
IGKV3D-11	185.0
IGKV1D-42	208.3275
IGLV4-69	252.96500000000003
IGLV8-61	248.104
IGLV4-60	197.755
IGLV6-57	455.842
IGLV11-55	259.84400000000005
IGLV10-54	200.628
IGLV5-52	214.131
IGLV1-51	234.45999999999998
IGLV1-50	239.351
IGLV5-48	204.478
IGLV1-47	241.28099999999995
IGLV7-46	219.90099999999998
IGLV5-45	231.53500000000003
IGLV1-44	299.74067520233365
IGLV7-43	219.90099999999998
IGLV1-40	241.281
IGLV5-37	209.2945
IGLV1-36	215.12383333333332
IGLV2-33	246.15499999999997
IGLV3-32	217.965
IGLV3-27	212.204
IGLV3-25	215.0845
IGLV2-23	335.06399999999996
IGLV3-22	243.21099999999998
IGLV3-21	434.868
IGLV3-19	212.204
IGLV2-18	209.2945
IGLV3-16	210.2605
IGLV2-14	236.406
IGLV3-12	195.839
IGLV2-11	234.45999999999998
IGLV3-10	220.8615
IGLV3-9	294.3835
IGLV4-3	237.385
IGLV3-1	232.5155
IGLJ1	16.11815
IGLC1	293.3835
IGLJ2	40.4829
IGLC2	295.3675
IGLJ3	41.1013
IGLC3	295.3675
IGLJ4	8.01984
IGLJ5	12.814499999999999
IGLJ6	13.1249
IGLJ7	10.8148
IGLC7	274.61350000000004
TRGJ2	11.6025
TRGJP2	13.42175
TRGJ1	11.6025
TRGJP	13.39855
TRGJP1	13.42175
TRGV11	296.3595
TRGV10	345.04499999999996
TRGV8	301.329
TRGV5	2033.9999999999998
TRGV4	520.8265
TRGV3	369.97
TRGV1	298.341
TRBV6-1	235.43599999999998
TRBV4-1	208.3275
TRBV6-4	200.628
TRBV7-3	231.53500000000003
TRBV5-3	179.78400000000002
TRBV9	224.74699999999999
TRBV10-1	246.15499999999997
TRBV11-1	199.674
TRBV6-5	245.445
TRBV7-4	183.5435
TRBV6-6	223.80349999999999
TRBV5-5	186.35700000000003
TRBV6-7	190.83100000000002
TRBV7-6	226.67149999999998
TRBV5-6	218.918
TRBV6-8	196.517
TRBV7-7	183.5435
TRBV5-7	179.78400000000005
TRBV5-1	484.8265
TRBV3-1	225.713
TRBV23OR9-2	172.313
TRBV4-2	288.449
TRBV19	384.94449999999995
TRBV20-1	247.12899999999996
TRBV23-1	183.5435
TRBV24-1	216.0335
TCRBV11S1A1T	216.0335
TRBV27	221.832
TRBV28	199.674
TRBJ2-1	11.6025
TRBJ2-2	11.861650000000001
TRBJ2-2P	10.8148
TRBJ2-3	11.465250000000001
TRBJ2-4	11.6025
TRBJ2-5	11.34165
TRBJ2-6	12.059349999999998
TRBJ2-7	10.99
TRAV1-2	236.406
TRAV2	184.4725
TRAV3	352.01650000000006
TRAV4	229.5845
TRAV5	188.245
TRAV6	238.37349999999998
TRAV7	174.1985
TRAV8-1	306.29200000000003
TRAV9-1	175.1315
TRAV10	214.13100000000003
TRAV12-1	176.97
TRAV8-2	398.918
TRAV8-3	177.9035
TRAV13-1	195.839
TRAV12-2	278.5625
TRAV8-4	302.3065
TRAV13-2	244.1895
TRAV14DV4	258.8515
TRAV9-2	228.60399999999998
TRAV12-3	233.48450000000003
TRAV8-6	393.9335
TRAV16	166.697
TRAV17	317.2115
TRAV18	273.621
TRAV19	300.335
TRAV20	240.32
TRAV21	179.78400000000002
TRAV22	297.349
TRAV23DV6	243.21099999999998
TRDV1	113.00032499999999
TRAV24	179.78400000000002
TRAV25	237.385
TRAV26-1	369.97
TRAV8-7	177.9035
TRAV27	258.8515
TRAV29DV5	302.3065
TRAV26-2	164.80650000000003
TRAV34	185.431
TRAV36DV7	192.04400000000004
TRAV38-1	189.1995
TRAV38-2DV8	229.58450000000002
TRAV39	168.561
TRAV40	155.477
TRAV41	173.25199999999998
TRDV2	353.01650000000006
TRDJ1	11.861650000000001
TRDJ4	11.34165
TRDJ2	12.6344
TRDJ3	13.4079
TRDC	598.7456751427583
TRAJ61	13.42175
TRAJ59	12.6344
TRAJ58	13.2095
TRAJ57	13.2095
TRAJ56	13.38165
TRAJ54	13.42175
TRAJ53	12.99495
TRAJ52	13.0275
TRAJ50	13.42175
TRAJ49	12.85535
TRAJ48	13.2095
TRAJ47	12.91115
TRAJ46	13.2095
TRAJ45	12.99495
TRAJ44	13.2095
TRAJ43	12.6344
TRAJ42	12.99495
TRAJ41	13.38165
TRAJ40	13.39855
TRAJ39	13.2095
TRAJ38	13.38165
TRAJ35	13.4079
TRAJ34	13.16315
TRAJ33	12.91115
TRAJ32	12.99495
TRAJ31	12.91115
TRAJ30	12.91115
TRAJ29	13.42175
TRAJ28	12.99495
TRAJ27	13.4079
TRAJ26	13.42175
TRAJ25	13.42175
TRAJ24	13.2095
TRAJ23	13.2095
TRAJ22	13.2095
TRAJ21	12.787700000000001
TRAJ20	12.91115
TRAJ19	13.42175
TRAJ18	12.99495
TRAJ17	13.2095
TRAJ16	13.42175
TRAJ14	12.045200000000001
TRAJ13	13.2095
TRAJ12	13.42175
TRAJ11	13.42175
TRAJ10	13.131499999999999
TRAJ9	13.39855
TRAJ7	13.4079
TRAJ6	13.38165
TRAJ5	13.42175
TRAJ4	13.2095
TRAJ3	13.38165
TRAJ2	12.99495
TRAJ1	13.38165
IGHA2	903.797
IGHE	1244.795
IGHG1	1167.2609850383687
IGHG4	951.797
IGHG2	947.2583372940387
IGHA1	944.797
IGHG3	1187.2599067914632
IGHD	1037.7333827029634
IGHM	1444.8379468566827
IGHJ6	13.337675
IGHJ2	11.934899999999999
IGHJ1	12.045200000000001
IGHD1-26	6.875
IGHD5-24	6.875
IGHD3-22	7.805555
IGHD2-21	8.30952
IGHD6-19	7.0625
IGHD5-18	6.875
IGHD3-16	8.5
IGHD2-15	7.805555
IGHD6-13	7.0625
IGHD5-12	7.292855
IGHD3-10	7.805555
IGHD3-9	7.805555
IGHD2-8	7.805555
IGHD5-5	6.875
IGHD3-3	7.805555
IGHD2-2	7.805555
IGHV6-1	250.35674999999998
IGHV1-2	251.00400000000002
IGHV1-3	229.58450000000002
IGHV2-5	213.16899999999998
IGHV3-7	264.99080140162715
IGHV3-11	306.29200000000003
IGHV3-13	263.7605
IGHV3-15	271.9746077086261
IGHV3-16	258.8515
IGHV1-18	245.9370931095685
IGHV3-20	249.08100000000002
IGHV3-21	265.3745
IGHV3-23	265.74
IGHV1-24	245.9634348782402
IGHV2-26	216.36545448548634
IGHV4-28	258.8515
IGHV3-33	259.0838973311862
IGHV4-34	235.78599167107734
IGHV3-35	201.83257999038736
IGHV3-38	259.85794875295664
IGHV4-39	259.8930527715771
IGHV1-45	245.1745
IGHV1-46	488.9858629896147
IGHV3-48	265.74
IGHV3-49	240.0
IGHV5-51	245.606998450449
IGHV3-53	403.918
IGHV1-58	248.10399999999998
IGHV4-59	328.111
IGHV4-61	290.43
IGHV3-66	261.7620890161709
IGHV1-69	247.68799999994425
IGHV2-70	216.0
IGHV3-73	238.0000834508075
IGHV7-81	239.35100000000006
NLRP5	3718.9411996447843
BCAS3	1481.6867015173975
COL23A1	2496.0
EID2	1813.795
KRTAP4-4	913.797
TSSK1B	2310.795
PRR22	1287.612765003785
TAS2R19	829.170215133928
TAS2R31	853.2439999999999
TAS2R13	1469.795
RAD51B	682.771344518884
KRTAP19-1	478.8265
KRTAP13-3	536.8265
ZRSR1	1505.795
KRTAP16-1	1386.795
KRTAP29-1	858.797
KRTAP9-7	871.797
KRTAP9-6	1135.795
KRTAP4-3	796.797
CTAGE1	4114.0
C17orf51	4214.926219884257
KRTAP4-11	856.8831666666667
KRTAP4-9	792.5021666666667
KRTAP4-7	535.0196666666666
KRTAP2-3	707.797
KRTAP2-1	411.47175
BHLHA9	734.797
FAM127C	1858.795
PRR33	1542.795
OR2A42	765.797
RNF208	912.3505
KRTAP3-3	536.8265
KRTAP3-2	534.8265
KRTAP3-1	426.8825
KRTAP12-1	420.8825
KRTAP12-4	280.5435
KRTAP10-3	803.797
KRTAP10-2	981.797
KRTAP6-3	468.8265
ZNF552	1437.959814512101
ZNF586	1234.5245851058025
ZNF829	4778.0
ZSCAN5A	1524.476909628605
ZNF628	2724.9671032888464
DNAAF3	1218.375
TFPT	791.5050331618118
ZNF321P	1084.795
ZNF320	2465.298154446881
KLK7	1593.1
SMYD3	814.5166103402671
PTOV1	1082.4659850022715
PRMT1	1016.0495028653332
RPL13A	829.5133446913524
PGBD5	6422.098046131243
FUT2	2201.0106152139324
KCNK2	2632.1267385697847
ERCC2	2409.1469747865012
KLC3	1709.2261677375584
ZNF233	1299.959689425734
MTERF4	774.4423221862182
RGS13	1341.555
PDC	1038.4012974148043
ALPP	2803.795
C19orf47	1818.6458428426427
GPR55	2116.472662444835
LGALS16	456.842
CEBPZOS	1700.43364444824
PDCD2	1330.9282255796647
XRCC5	3120.5847979268065
ZFP82	2173.1799224462247
PNLDC1	1679.0
ZNF566	2723.594610209625
FAM106A	2113.795
SNX9	3901.3057706805726
ZNF181	2059.7395386508006
FAM117B	5595.795
SUMO1	1089.6507067287655
WDR45B	2419.795
SLC16A3	1824.9907265546153
RAN	675.6460504126121
CALCRL	3307.8336681644023
CRLF1	1019.172605086201
KIAA1683	1531.4553143852143
UBE2E3	956.9800110943768
MB21D2	3200.795
CCDC50	4453.741193151021
SEC14L1	2538.3778391996807
LENEP	387.94449999999995
TMEM121	1353.45033345621
HNRNPA3	2982.1587713972604
TAOK3	1677.6110047774337
HOXD13	2072.795
RFC5	1350.1571844175114
NUDT14	677.807
PLD4	2062.037139314363
ADGRA1	4376.0
CD300E	3302.0
SDK2	9969.119112254113
SPRR2A	541.8265
ACTL6A	1613.5543650879076
RAD9B	2139.3199999999997
ABCA5	3372.6965835566416
TIRAP	1994.0361049663206
B3GALT1	4926.795
GALNT3	2037.3736960810566
STT3A	2088.581504989221
PDCD10	884.4444775536008
GALNTL5	1552.2400000000002
TMEM119	1218.97395351544
GALNT13	1540.8333333333333
GRK5	2486.795
NT5DC3	7039.795
CD3G	2065.8053161449197
OR2F1	916.797
EVL	1995.1808583554862
ANO4	2094.0
VWA2	2595.0
ACP6	2858.1411969539286
GK5	8394.709675548658
RPL36A	269.08092575097146
PTRH2	1684.1397291169437
POU2AF1	3123.735
VTI1A	2802.652960275763
SERPINA3	1433.247233818901
SLC35G2	1476.1739817511286
C11orf65	970.6666666666666
MTPN	2986.068303027194
CUL5	6152.0
STEAP3	3684.7873341793106
C7orf49	1388.6043476414789
IFI27L1	435.1336285300173
MRPL42	3104.4404059565404
CASP4	1096.4659247675836
NME1-NME2	583.8757493261005
PTGFRN	6010.795
LRRIQ1	1736.7765946387726
CPA5	1175.9
TMCC1	3453.3823688092602
FBXW9	1539.0
BBS10	3427.795
SLC24A4	9751.0
DENND2C	5555.02
CAPS2	1330.1666666666667
BCL2L15	343.3334
AASS	3026.7780569896204
C4orf27	1062.795
TTLL6	2850.5
PTPRZ1	6202.0
PLXNA1	8898.795
LONRF2	8681.734620210818
SLC12A8	1936.8879544515848
LIPT1	958.7147953969054
FAM153A	1013.0
PHLPP2	7677.265117413056
FAM178B	1998.0
ANKRD39	808.797
IRF2	1430.0057648943452
MON2	6440.343076368451
FBXO8	1489.150195167897
FDX1L	617.2955916495243
DDX60	4455.016750444148
DRD1	3886.795
LRRC74A	913.0
ARHGAP9	1206.0
UBTD2	3133.795
PPAN-P2RY11	2438.505
SLC35B2	1838.3964437923537
COASY	1911.8967221635867
SFTPB	2196.214709949889
NDUFA4L2	954.6605753876322
DPEP2	888.8190620947491
SUCLG1	1307.795
CNP	2509.2226139427908
PHLDB2	4636.233381744749
PLCXD2	1424.4729177399045
SYT12	3389.974172476109
DQX1	1768.645
PC	3175.9435135745434
C1QTNF2	2246.795
FABP6	504.92675
LRRC29	1090.4508691972023
KRT34	1569.3049999999998
KRTAP9-9	418.3610302026512
CCDC176	1815.1654607404016
KRTAP4-12	909.797
KRTAP2-4	596.8154999999999
KRT222	1544.795
MTHFD2	2995.2268866480736
RPL24	456.170052996273
PPP2R5D	2190.6746791470796
NIT2	7090.0
NR2F2	2607.83550903453
CHD2	3714.977599091939
NDUFC1	648.3344322436564
SIPA1	2352.1215595042468
MIEN1	731.6950758627031
METTL7B	1298.525
OR6C4	878.797
RCCD1	2364.0254354039735
C6orf49	875.3468333333333
FAM122A	4386.795
UNC45A	3096.4649999999997
ANXA4	1825.3253110398882
ERV3-1	2551.795
ZNF358	1430.6060836498514
SRSF5	821.0541215825297
CIAPIN1	1087.0604786325825
KIF7	4383.795
RSPRY1	1281.650266770449
UTP14A	2204.0
CCT4	2235.2634925102348
GTF2F1	1779.4304737520463
ANKLE1	2349.825
MT1X	287.3736837968697
KCNK4	1454.3000000000002
DNASE1L3	1583.9132843777884
PCDHGA2	4395.929319453389
CCL8	1093.795
CFI	1452.0251033411284
CCDC109B	2110.795
RPL34	282.8338084558707
BRD7	2447.4950370723527
GPR75	1947.795
ZBTB25	4700.905502569899
RAB11FIP4	4327.488600164177
RASGRF1	4928.0
SFMBT1	3385.7766587594924
CXXC4	5397.795
GNL3	1600.2083273281928
ZBTB3	2779.0
MYLK3	6712.0
EFCAB5	632.6758090707274
ANKRD13B	1620.4546863319401
CDC23	2534.187447333751
POR	1302.7580469398904
KIF20A	2860.8328688558686
TKFC	2534.6682267321107
FLOT2	2406.650989339975
NRG4	808.1487500000001
PSAP	1876.170064152066
GPT	1661.8000000000002
C10orf54	2098.619803602124
SP9	2386.795
CDKN2AIPNL	1024.0
CPLX3	1914.795
SOS1	6232.518602826607
GRM2	1770.0996666666665
ZBTB9	2229.2273192748753
NXF3	1410.339936927311
DNAJC22	4213.0
LPXN	1653.330978689448
OR10W1	1301.795
GPR135	4410.795
CLDN3	1106.795
TIMM9	546.3703118064147
DNAJC30	2317.795
DRP2	6689.211243195159
ZNF785	2802.3519340305575
ZNF365	2539.911931960031
KBTBD4	1991.7588690833247
IZUMO4	699.9364311251513
KTN1	3412.908714691378
LBH	2194.809916343322
SLC16A9	3621.8528875065404
QPRT	2159.035
ZNF676	2646.7745530124034
NR1H3	1388.7260960246213
SATL1	2032.17
CHCHD2	733.797
MAPK1IP1L	4450.870868432083
WDR6	2565.762677437223
TWF1	2656.6743044014174
DHRS7B	914.3010982617775
GCH1	2485.5238089946643
SNTB1	4168.598565047243
TRIM16L	1479.315438197521
KLHDC7B	2823.795
ERO1L	3972.8781451778914
CCDC51	1218.3246007503767
PURB	8901.795
ADM2	4077.0000000000005
BTC	2102.084454803152
AREG	1052.3494072485641
CXCL1	929.797
APIP	1198.795
VAPB	6023.841218031809
ZNF287	2685.5820206378503
VCPKMT	677.869
ATP6V1C1	3355.3528704817
BMP7	2913.357351914139
UBFD1	4126.8004329946825
HECW1	1622.752566140166
ZNF286A	2557.8862933450637
GLI3	4339.6525784821
ABHD16A	1871.520291581254
FAM172A	2753.729523431743
PRR34	2649.795
ZNF501	2953.045
MOB1A	4717.795
FOXB1	2789.795
GTF2A2	686.5497529646907
GCNT3	4724.700000000001
ENAM	5511.795
ZNF445	9390.306826131782
ODAM	761.5345
NDUFAF6	1127.8964694937736
JMY	8874.795
ZNF418	1619.5258527474857
ZNF134	3336.8329301253475
RDH13	1154.6824431218192
MRGPRX3	1440.0
KNCN	657.7112500000001
MYD88	2556.205281651325
MANSC1	2563.5638150944724
KIAA0430	5965.245847131317
PGM5	1796.476
PSMA1	1273.3993590692476
NAGA	2526.10553532668
TCEA1	2390.0137048507686
ZNF813	5229.80989808343
ZNF765	4252.451498568581
ZNF665	3960.0
SEPT3	4450.0
CEACAM18	1308.795
AMPD3	3121.8754841959762
OSBPL10	4942.493568250354
ADHFE1	1380.8316666666665
COL4A4	9727.795
SCFD1	1195.5
LRRC3B	1103.0001000000002
AP1S3	831.3155529822934
GATM	1880.776473372273
TMEM106B	4962.733927800724
UBE2E2	544.5448386470605
GLTSCR1	1637.941485000344
PPM1N	708.0820000000001
STK16	1292.639274621784
DDX17	4592.0
FITM2	4429.795
LEUTX	503.8265
EAF1	4522.795
MAP4K1	2250.105516354519
TIGD7	3422.67
ZNF200	2277.285714285714
ZNF213	1871.7142857142858
NFKBID	1336.3333333333333
RBAK-RBAKDN	805.2029801267299
DCAF11	1745.3173469624276
OR51E2	2582.0000000000005
OR51E1	1905.9499999999998
ZSCAN29	2924.310759885623
UBE2G1	2512.37585261247
AGPAT6	2394.0758268009567
NRL	1231.1276256239173
CPNE6	670.6923076923077
HRH1	3245.0049578990256
NUDT19	2799.795
NFE2L2	1890.248646363384
CCNF	4115.795
TM2D2	1871.853556450577
C5orf28	1580.4829162571473
RAPGEF4	3321.5714285714284
ZNF99	5619.128144696375
ZNF208	753.6926832794127
TULP3	2716.834293510122
WDR60	2328.5691264927973
ITIH5	5128.8384011212875
SMU1	6954.795
NGDN	944.0
DDHD2	2107.08484379768
PAXIP1	3068.6868342370726
PAFAH1B1	3740.2589164453175
ARPC4-TTLL3	1283.5
ARPC4	1409.9928929996463
INS-IGF2	660.807
PLA2G4F	5419.795
MYO9B	5081.947491874659
REPIN1	2665.9168779501933
ERMN	1279.25
PLAA	2019.6904313245873
JMJD7	1028.774010468101
DDX51	4550.795
HAGH	1048.3192536622391
CAPSL	624.5
AKAP8L	1916.3366078002382
BLOC1S5	2502.1990219056106
CNTN4	2309.875
ARL16	809.8020346718038
TMEM80	928.5178151422053
CEP250	4629.81205380825
C15orf52	1821.4280919991397
SMCO1	1644.795
WEE2	1821.651664657675
CCDC64	2409.595121815959
KDM7A	9104.795
MYCBP	2105.2649568024876
RASSF7	1340.3265886224126
TMEM213	3968.0
FAM98B	3417.3030608542704
TMEM209	2767.278250457228
JMJD6	1844.9278753441558
TEN1	705.1082745222855
ATHL1	2813.418856675291
ALG3	1364.8186612398981
ZNF709	2978.505356855186
PDCD1LG2	2197.795
ZNF788	3742.0
RAB2B	2729.0
PGBD4	6444.795
MED13	7264.151531791466
ROBO3	3347.6666666666665
C19orf38	1024.0
IQCJ	1091.3225
C12orf74	1817.8474607424168
C17orf67	1845.795
THOC5	2317.6320268675977
KIAA0020	2153.795
KIAA1211L	2079.914331597829
CHMP1A	2205.9956563087917
ZNF846	1160.1331345856322
TTC28	9890.270310100503
KRTAP12-3	256.111
NAV3	3850.490217789312
MUC16	43617.0
KRTAP10-9	728.12325
PRKRIP1	1958.6666666666667
STK32A	3100.7378737212002
SOCS6	3669.211218162781
D4S234E	2091.3864259421507
INTS10	2276.303893119567
MAP2K7	3208.2082556647974
RNASE4	1382.720731730899
FRS2	2496.1857465440908
SLC35E3	9296.549440194423
ALG9	3008.3698511153407
RNASE11	728.7398461538461
EPHB1	2274.5933148690274
NPS	113.34150000000001
COLCA2	1029.2336587637515
CMIP	3588.6129696777807
CTDSP2	2984.2629504118277
MBLAC1	1182.734579976574
RP11-302B13.5	771.797
FAM153C	759.0003358745479
RDH16	2241.795
RGPD2	6763.795
KHSRP	1685.438040422855
HDDC2	719.0
CCBE1	4827.445532251677
EFCAB9	534.8265
APOF	1547.795
RGPD1	6129.816666666666
WIBG	809.3220810698069
CD200R1L	933.624
CRYBB2	718.797
VIMP	980.7780884132601
NSF	2526.9682446944203
LONRF1	2502.261505362585
ZFP90	2217.9727245763006
KIAA1324L	2733.8333333333335
TRIM77	863.8299999999999
GNAT3	991.797
C15orf38-AP3S2	2243.005
POM121C	2146.5947221078604
MPP3	2390.0
SPINK13	588.5045
SMAGP	987.0199492154019
HIGD1C	206.39999999999998
TMPRSS12	3167.955
NOTO	2581.795
KRTAP9-1	585.8154999999999
KRTAP4-1	824.6145
KRTAP2-2	510.407
PAX1	2694.7749999999996
CHD9	5294.137590465805
RAB1A	1518.8347234395765
KRTAP5-11	537.8644999999999
MSL1	1933.1936451444017
KRTAP5-8	806.974
KRTAP5-7	1240.795
FRMD4B	2255.628665671743
CFAP53	1683.795
TMF1	4873.484042086082
USP34	10005.95325126433
PCDHGA11	3434.0
PCDHGB7	2646.365
GSTP1	791.4028860115861
PCDHGA8	6296.131526619852
PCDHGA10	4312.775333557025
PCDHA12	2920.059850179264
C2orf73	867.2
SFTPA1	1753.1800777680078
SLC38A1	5400.851121912763
PCDHA11	3219.0
TP53TG3D	1410.9052499999998
DOT1L	4229.061128233824
TP53TG3	1414.1455
ZSWIM8	5029.834864721821
SHARPIN	999.6574272810335
DEFB113	95.45915
DEFB133	47.768249999999995
PRAME	1528.1020401883602
WNT8A	1244.6483333333335
PARP3	1957.958026166088
CAPN11	1457.5
IQCF6	279.553
C10orf105	4584.5
ARHGEF33	2194.396289835586
HSDL2	3132.826085731532
YPEL3	908.3859816455811
SAC3D1	1200.227398949108
ATL3	6552.955856906897
TOMM6	440.05731091667155
MROH6	2659.213763532961
MAML3	4626.331400119181
MGARP	1171.795
OVOS2	4227.0
MS4A18	1035.4505
MS4A4E	321.5922458002265
SPTLC3	2529.9073659456735
GIN1	2543.977300036718
FER1L6	5712.74
CDRT15L2	880.797
C4orf3	2034.5693083012213
RAD51AP2	3556.795
POLR3G	1117.7330434353685
COL25A1	2409.5714285714284
EVPLL	1927.795
ALKBH5	2501.0060618413554
DCDC2C	1011.8407500000001
RP11-166B2.1	823.0
SMTNL1	1449.1991201537217
MYT1L	3912.8655
AIFM3	1650.1666666666667
ZSWIM7	981.6830116679806
GPR33	889.797
SMIM11	842.2222134137712
RBM12B	3293.6449822436753
QSER1	6578.236170589661
ISPD	4718.817057519282
MRPS6	822.797
DGKB	6718.0
HECTD1	4600.781331695978
ZDHHC13	2246.0
RP11-477N12.3	714.797
SDR39U1	904.8196160160196
ABCC1	6282.661798745765
ACSM4	1974.795
COL28A1	894.4831145715965
PHB2	1252.6625024977566
MAP3K1	6843.795
PLA2G4E	5098.795
MROH2B	4293.0
PROL1	827.06925
RADIL	1929.0
UBXN2B	4077.138406585371
CDIP1	1709.5652738113417
SCIMP	1705.533627385839
ZNF594	3270.7671958713486
SRL	4015.0
TSSK2	1648.795
ST3GAL1	4270.716184130827
C16orf90	745.6425
KRTAP5-5	664.404
KRTAP5-4	772.9644285714286
KRTAP5-3	636.9683749999999
ANKRD18A	3140.201403496152
FAM166B	797.5764999999999
GRXCR1	823.797
ENHO	914.797
ROCK1	8602.516750363246
IFITM3	608.6721513861323
C5orf49	1446.0223755675197
IFITM2	427.7390654829511
UBE2QL1	4149.795
WDR19	1986.3432344066975
KCNU1	1517.395
KRTAP13-2	511.809
CLDN8	1900.795
RNF212B	672.06134
CEP19	1570.71
NPRL3	2089.037444287105
